x,y,name
3.125,1.6666666666666667,János Demetrovics
5.0625,1.3333333333333333,István Pelle
0.5,2.0,Renáta Hodován
0.5,0.8333333333333334,Csaba Zainkó
8.25,1.0,Lajos Lóczi
11.583333333333334,1.0,Péter Györgyi
1.6458333333333333,0.8333333333333333,László Varga 0001
4.75,1.0833333333333333,Balazs Maga
0.25,1.0,Dániel Zombori
0.16666666666666666,1.0,Levente Halmosi
0.16666666666666666,1.0,Bálint Mohos
7.3125,1.0,Vera T. Sós
9.0625,1.0,Sándor Z. Kiss
2.583333333333333,1.0833333333333335,Zsolt Csaba Johanyák
4.0625,1.3333333333333335,Mark Szalay
1.4166666666666665,1.0833333333333335,András Kicsi
3.6249999999999996,1.0,Ákos K. Matszangosz
0.3333333333333333,1.0,Péter Korösi-Szabó
