x,y,name
1.8333333333333333,2.6666666666666665,András Császár
4.666666666666667,7.75,György Szarvas
6.729166666666667,3.8333333333333335,Attila Korösi
5.125,7.333333333333334,István Ráth
1.2291666666666667,2.916666666666667,Gábor Enyedi
4.354166666666667,7.25,Ákos Horváth 0001
2.25,3.0833333333333335,Éva Hosszu
2.4166666666666665,2.5000000000000004,Péter Hága
1.2291666666666665,2.3333333333333335,Péter Mátray
1.3958333333333333,2.75,József Németh
2.3333333333333335,2.25,György Ottucsák
0.8958333333333334,0.6666666666666666,Tamás Matuszka
2.5625,3.166666666666667,Tihamer Levendovszky
2.1666666666666665,1.5833333333333335,János Farkas
1.7916666666666667,3.666666666666667,Ábel Hegedüs
7.666666666666666,1.9166666666666665,Jácint Szabó
4.25,2.916666666666667,Gábor Szárnyas
1.5,2.0,Ákos Utasi
0.16666666666666666,1.25,Tamás Éltetö
0.0625,1.1666666666666667,Tamas Sebok
1.5833333333333333,1.1666666666666665,Viktor Csuvik
1.2916666666666667,0.9166666666666666,Dávid Szabó
0.6666666666666666,3.0,Csaba Debreceni
1.3333333333333333,1.3333333333333335,László Gyimothi
1.5625,1.5833333333333333,Zoltán Ujhelyi
12.499999999999998,1.0833333333333333,László Molnár
0.3958333333333333,1.0,Tamás Jakabfy
1.0,0.75,Balázs Fodor
0.3333333333333333,0.5833333333333333,Matyas Martinecz
0.9166666666666666,0.5833333333333334,Peter Hegyi
1.7499999999999998,1.3333333333333335,Mark Asztalos
1.3125,0.6666666666666666,Gabor Soos
0.3333333333333333,1.5,Zoltán Szatmári
0.25,0.41666666666666663,Tamás Tóth
2.3125,1.0,Dávid Haja
2.8333333333333335,0.6666666666666666,Árpád Takács
1.4166666666666665,0.6666666666666666,Csaba Virágh
0.3958333333333333,0.5,Zoltán Móczár
1.0,0.75,István Pilászy
0.3125,0.5833333333333333,József Varga
1.0833333333333333,0.5833333333333334,Marcell Perenyi
0.5,1.4166666666666665,Benedek Izsó
4.541666666666666,0.5,Gergely Dobreff
5.145833333333333,0.5,Tuan Anh Trinh
0.7916666666666666,0.08333333333333333,Péter Schönhofen
0.6666666666666666,0.41666666666666663,Andras Gefferth
1.0833333333333333,0.41666666666666663,Istvan Maricza
2.416666666666667,0.3333333333333333,Norbert Purger
0.5,0.16666666666666666,László Czap 0002
21.75,0.3333333333333333,Tamás Nepusz
0.3125,0.8333333333333333,Gergely Pintér
