ID,Name,Acronym,YearsListed,dblp_venue,mta_class
1083,International Conference on Information Technology and Applications,ICITA,"CORE2008_C, ERA2010_C, CORE2013_C, CORE2014_C, CORE2017_C, CORE2018_C",,
1084,International Conference on Information Technology Interfaces,ITI,"ERA2010_C, CORE2013_C, CORE2014_C, CORE2017_C, CORE2018_C",,
1085,International Conference on Information Technology: Coding and Computing,ITCC,"ERA2010_C, CORE2013_C, CORE2014_C, CORE2017_C, CORE2018_C, CORE2020_C",conf/itcc,
1086,International Conference on Information Theoretic Security,ICITS,"ERA2010_C, CORE2013_C, CORE2014_C, CORE2017_C, CORE2018_C",conf/icits,
1089,"International Conference on Innovation in Architecture, Engineering and Construction",AEC,ERA2010_C,,
1092,International Conference on Intelligent and Advanced Systems,ICIAS,ERA2010_C,,
1093,International Conference on Intelligent Data Engineering and Automated Learning,IDEAL,"CORE2008_C, ERA2010_C, CORE2013_C, CORE2014_C, CORE2017_C, CORE2018_C, CORE2020_C, CORE2021_C, CORE2023_C",conf/ideal,
1094,International Conference on Intelligent Pervasive Computing,IPC,"ERA2010_C, CORE2013_C, CORE2014_C, CORE2017_C, CORE2018_C",,
1096,International Conference on Intelligent Systems,ICIL,"CORE2008_C, ERA2010_C, CORE2013_C, CORE2014_C, CORE2017_C, CORE2018_C",,
1098,International Conference on Intelligent Systems Designs and Applications,ISDA,"ERA2010_C, CORE2013_C, CORE2014_C, CORE2017_C, CORE2018_C, CORE2020_C, CORE2021_C, CORE2023_C",conf/isda,
1102,"International Conference on Interaction Sciences: Information Technology, Culture and Human",ICIS,"ERA2010_C, CORE2013_C, CORE2014_C, CORE2017_C, CORE2018_C",,
1103,International Conference on International and Communication Technologies,ICICTE,"ERA2010_C, CORE2013_C, CORE2014_C, CORE2017_C, CORE2018_C",,
1104,International Conference on Internet and Web Applications and Services,ICIW,"ERA2010_C, CORE2013_C, CORE2014_C, CORE2017_C, CORE2018_C, CORE2020_C, CORE2021_C, CORE2023_C",,
1106,International Conference on Internet Computing in Science and Engineering,ICICSE,"ERA2010_C, CORE2013_C, CORE2014_C, CORE2017_C, CORE2018_C, CORE2020_C, CORE2021_C, CORE2023_C",,
1107,International Conference on Internet Monitoring and Protection,ICIMP,"ERA2010_C, CORE2013_C, CORE2014_C, CORE2017_C, CORE2018_C, CORE2020_C, CORE2021_C, CORE2023_C",,
1109,International Conference on Knowledge Discovery and Data Mining,WKDD,"ERA2010_C, CORE2013_C, CORE2014_C, CORE2017_C, CORE2018_C",,
1111,International Conference on Knowledge Engineering and Ontology Development,KEOD,"ERA2010_C, CORE2013_C, CORE2014_C, CORE2017_C, CORE2018_C, CORE2020_C, CORE2021_C, CORE2023_C",,
1114,International Conference on Knowledge-based Intelligent Electronic Systems,KIES,"ERA2010_C, CORE2013_C, CORE2014_C, CORE2017_C, CORE2018_C",,
1115,International Conference on Language and Automata Theory and Applications,LATA,"ERA2010_C, CORE2013_C, CORE2014_C, CORE2017_C, CORE2018_C, CORE2020_C, CORE2021_C, CORE2023_C",conf/lata,
1117,International Conference on Legal Knowledge and Information Systems,JURIX,"CORE2008_C, ERA2010_C, CORE2013_C, CORE2014_C, CORE2017_C, CORE2018_C, CORE2020_C, CORE2021_C, CORE2023_C",conf/jurix,
1122,International Conference on Machine Learning and Applications,ICMLA,"ERA2010_C, CORE2013_C, CORE2014_C, CORE2017_C, CORE2018_C, CORE2020_C, CORE2021_C, CORE2023_C",conf/icmla,
1123,International Conference on Machine Learning and Cybernetics,ICMLC,"ERA2010_C, CORE2013_C, CORE2014_C, CORE2017_C, CORE2018_C",conf/icmlc,
1124,International Conference on Machine Vision,ICMV,"ERA2010_C, CORE2013_C, CORE2014_C, CORE2017_C, CORE2018_C, CORE2020_C, CORE2021_C, CORE2023_C",conf/icmv,
1126,International Conference on Management of Technology,IAMOT,ERA2010_C,,
1129,International Conference on Medical Information  Visualisation,MediVis,"ERA2010_C, CORE2013_C, CORE2014_C, CORE2017_C, CORE2018_C",,
1132,International Conference on Mobile Business,ICMB,"ERA2010_C, CORE2013_C, CORE2014_C, CORE2017_C, CORE2018_C",,
1134,"International Conference on Mobile Ubiquitous Computing, Systems, Services and Technologies",UBICOMM,"ERA2010_C, CORE2013_C, CORE2014_C, CORE2017_C, CORE2018_C, CORE2020_C, CORE2021_C, CORE2023_C",,
1137,"International Conference on Modeling, Simulation and Visualization Methods",MSV,ERA2010_C,,
1141,"IASTED International Conference on Modelling, Simulation and Optimisation",ICMSO,"CORE2008_C, ERA2010_C, CORE2013_C, CORE2014_C",,
1145,International Conference on Natural Computation,ICNC,"ERA2010_C, CORE2013_C, CORE2014_C, CORE2017_C, CORE2018_C",conf/icnc,
1148,International Conference on Networked Computing,INC,"ERA2010_C, CORE2013_C, CORE2014_C, CORE2017_C, CORE2018_C",,
1149,International Conference on Networking and Mobile Computing,ICCNMC,ERA2010_C,,
1150,"International Conference on Networking, Sensing and Control",ICNSC,ERA2010_C,,
1151,International Conference on Networks and Communications,NetCoM,ERA2010_C,,
1153,"International Conference on Neural, Parallel and Scientific Computations",NPSC,"CORE2008_C, ERA2010_C, CORE2013_C, CORE2014_C, CORE2017_C, CORE2018_C",,
1155,International Conference on New Trends of Information and Service Science,NISS,"ERA2010_C, CORE2013_C, CORE2014_C, CORE2017_C, CORE2018_C",,
1156,International Conference on Next Generation Web Services Practices,NWESP,"ERA2010_C, CORE2013_C, CORE2014_C, CORE2017_C, CORE2018_C",,
1157,International Conference on Next Generation Wired/Wireless Advanced Networking,NEW2AN,ERA2010_C,,
1160,International Conference on Optimization: Techniques And Applications,ICOTA,"CORE2008_C, ERA2010_C, CORE2013_C, CORE2014_C, CORE2017_C, CORE2018_C, CORE2020_C, CORE2021_C, CORE2023_C",,
1161,International Conference on Pairing-based Cryptography,Pairing,"ERA2010_C, CORE2013_C, CORE2014_C, CORE2017_C, CORE2018_C, CORE2020_C, CORE2021_C, CORE2023_C",,
1168,International Conference on Parallel Processing and Applied Mathematics,PPAM,"ERA2010_C, CORE2013_C, CORE2014_C, CORE2017_C, CORE2018_C",conf/ppam,
1172,International Conference on Pervasive Computing and Applications,ICPCA,"ERA2010_C, CORE2013_C, CORE2014_C, CORE2017_C, CORE2018_C",,
1173,International Conference on Pervasive Services,ICPS,"ERA2010_C, CORE2013_C, CORE2014_C, CORE2017_C, CORE2018_C",,
1179,"International Conference on Probability, Statistics and Operational Research",PSOR,"CORE2008_C, ERA2010_C, CORE2013_C, CORE2014_C, CORE2017_C, CORE2018_C",,
1187,International Conference on Recent Advances in Information Technology and Applications,RAITA,"ERA2010_C, CORE2013_C, CORE2014_C, CORE2017_C, CORE2018_C",,
1188,International Conference on Recent Advances in Natural Language Processing,RANLP,"ERA2010_C, CORE2013_C, CORE2014_C, CORE2017_C, CORE2018_C",conf/ranlp,
1189,International Conference on Relational and AlgebraicMethods in Computer Science (was International Conference on Relational Methods in Computer Science RelMiCS),RAMiCS,"ERA2010_C, CORE2013_C, CORE2014_C, CORE2017_C, CORE2018_C, CORE2020_C, CORE2021_C, CORE2023_C",conf/RelMiCS,
1190,"International Conference on Relations, Orders and Graphs: Interaction with Computer Science",ROGICS,"ERA2010_C, CORE2013_C, CORE2014_C, CORE2017_C, CORE2018_C",,
1193,International Conference on Risks and Security of Internet and Systems,CRiSIS,"ERA2010_C, CORE2013_C, CORE2014_C, CORE2017_C, CORE2018_C, CORE2020_C, CORE2021_C, CORE2023_C",conf/crisis,
1194,"International Conference on Robotics, Vision, Signal Processing and Power Applications (was ROVPIA)",RoVISP,"CORE2008_C, ERA2010_C, CORE2013_C, CORE2014_C, CORE2017_C, CORE2018_C",conf/rovisp,
1195,International Joint Conference on Rough Sets (2014 International Conference on Rough Sets and Current Trends in Computing joined with 3 others),IJCRS (was RSCTC),"ERA2010_C, CORE2013_C, CORE2014_C, CORE2017_C, CORE2018_C, CORE2020_C, CORE2021_C, CORE2023_C",conf/ijcrs,
1200,International Conference on Security of Information and Networks,SIN,"ERA2010_C, CORE2013_C, CORE2014_C, CORE2017_C, CORE2018_C, CORE2020_C, CORE2021_C, CORE2023_C",conf/sin,
1201,International Conference on Semantic and Digital Media Technologies,SAMT,"ERA2010_C, CORE2013_C, CORE2014_C, CORE2017_C, CORE2018_C",,
1202,International Conference on Semantics Knowledge and Grid,SKG,"ERA2010_C, CORE2013_C, CORE2014_C, CORE2017_C, CORE2018_C",conf/skg,
1213,International Conference on Software Engineering Theory and Practice,SETP,"ERA2010_C, CORE2013_C, CORE2014_C, CORE2017_C, CORE2018_C",,
1214,"International Conference on Software Engineering, Artificial Intelligence, Networking and Parallel/Distributed Computing",SNPD,"ERA2010_C, CORE2013_C, CORE2014_C, CORE2017_C, CORE2018_C, CORE2020_C, CORE2021_C, CORE2023_C",conf/snpd,
1218,Joint Conference of the International Workshop on Software Measurement and the International Conference on Software Process and Product Measurement (IWSM and Mensura combined from 2007),IWSM Mensura,"ERA2010_C, CORE2013_C, CORE2014_C, CORE2017_C, CORE2018_C, CORE2020_C, CORE2021_C, CORE2023_C",conf/iwsm,
1219,International Conference on Software Quality Management,SQM,"CORE2008_C, ERA2010_C, CORE2013_C, CORE2014_C, CORE2017_C, CORE2018_C, CORE2020_C, CORE2021_C, CORE2023_C",,
1223,International Conference on Spoken Language Processing,ICSLP,"ERA2010_C, CORE2013_C, CORE2014_C",,
1229,International Conference on Systems Engineering,ICSEng,"ERA2010_C, CORE2013_C, CORE2014_C, CORE2017_C, CORE2018_C, CORE2020_C, CORE2021_C, CORE2023_C",conf/icseng,
1230,"International Conference on Systems Research, Informatics and Cybernetics",ICSRIC,"CORE2008_C, ERA2010_C, CORE2013_C, CORE2014_C, CORE2017_C, CORE2018_C",,
1231,International Conference on Systems Thinking in Management,STM,"CORE2008_C, ERA2010_C, CORE2013_C, CORE2014_C, CORE2017_C, CORE2018_C",,
1232,International Conference on Technology and Business Management,ICTBM,"ERA2010_C, CORE2013_C, CORE2014_C, CORE2017_C, CORE2018_C",,
1234,International Conference on Telecom Technology and Applications,ICTTA,ERA2010_C,,
1238,International Conference on the Foundations of Digital Games,FDG,"ERA2010_C, CORE2013_C, CORE2014_C, CORE2017_C, CORE2018_C, CORE2020_C, CORE2021_C, CORE2023_C",conf/fdg,
1241,International Conference on the Statistical Analysis of Textual Data,JADT,"ERA2010_C, CORE2013_C, CORE2014_C, CORE2017_C, CORE2018_C, CORE2020_C, CORE2021_C, CORE2023_C",,
1247,International Conference on Theoretical and Mathematical Foundations of Computer Science,TMFCS,"ERA2010_C, CORE2013_C, CORE2014_C, CORE2017_C, CORE2018_C",,
1249,International Conference on Theory and Applications of Computational Science,TACS,"ERA2010_C, CORE2013_C, CORE2014_C, CORE2017_C, CORE2018_C",,
1252,International Conference on Trust Management,iTrust,"ERA2010_C, CORE2013_C, CORE2014_C, CORE2017_C, CORE2018_C",,
1255,International Conference on Unconventional Computation and Natural Computation (was International Conference on Unconventional Computation),UC,"ERA2010_C, CORE2013_C, CORE2014_C, CORE2017_C, CORE2018_C, CORE2020_C, CORE2021_C, CORE2023_C",conf/uc,
1263,International Conference on Virtual Storytelling (merged into ICIDS in 2008),ICVS,"CORE2008_C, ERA2010_C",,
1265,International Conference on Vision Theory and Applications (Joined with GRAPP from 2008),VISAPP;VISIGRAPP (: VISAPP);VISIGRAPP (Selected Papers),"ERA2010_C, CORE2013_C, CORE2014_C",conf/visapp,
1266,International Conference on Visual Information Systems,VISUAL,"CORE2008_C, ERA2010_C, CORE2013_C, CORE2014_C, CORE2017_C, CORE2018_C",,
1267,International Conference on VLSI Design,VLSID,"CORE2008_C, ERA2010_C, CORE2013_C, CORE2014_C, CORE2017_C, CORE2018_C",conf/vlsid,
1270,International Conference on Web Information Systems and Technologies,WEBIST,"CORE2008_C, ERA2010_C, CORE2013_C, CORE2014_C, CORE2017_C, CORE2018_C, CORE2020_C, CORE2021_C, CORE2023_C",conf/webist,
1272,International Conference on Web-Age Information Management,WAIM,"CORE2008_C, ERA2010_C, CORE2013_C, CORE2014_C, CORE2017_C",conf/waim,
1273,International Conference on Web-based Modelling and Simulation,WebSim,"ERA2010_C, CORE2013_C, CORE2014_C, CORE2017_C, CORE2018_C",,
1276,"International Conference on Wireless Communications, Networking and Mobile Computing",WiCOM,ERA2010_C,,
1277,International Conference on Worldwide Computing and Its Applications,WWCA,"CORE2008_C, ERA2010_C, CORE2013_C, CORE2014_C, CORE2017_C, CORE2018_C",,
1278,International Conference Software and Systems Engineering and their Applications,ICSSEA,"CORE2008_C, ERA2010_C, CORE2013_C, CORE2014_C, CORE2017_C, CORE2018_C",,
1284,International Congress of Chinese Mathematicians,ICCM,"ERA2010_C, CORE2013_C, CORE2014_C, CORE2017_C, CORE2018_C",,
1286,International Congress of Mathematicians,ICM,"ERA2010_C, CORE2013_C, CORE2014_C, CORE2017_C, CORE2018_C",,
1288,International Congress on Computational and Applied Mathematics,ICCAM,"ERA2010_C, CORE2013_C, CORE2014_C, CORE2017_C, CORE2018_C, CORE2020_C, CORE2021_C, CORE2023_C",,
1291,International Congress on Modelling and Simulation,MODSIM,"CORE2008_C, ERA2010_C, CORE2013_C, CORE2014_C, CORE2017_C, CORE2018_C",,
1296,International CSI Computer Conference,CSICC,"CORE2008_C, ERA2010_C, CORE2013_C, CORE2014_C, CORE2017_C, CORE2018_C",,
1300,International Forum on Applied Wearable Computing,IFAWC,"ERA2010_C, CORE2013_C, CORE2014_C, CORE2017_C, CORE2018_C",,
1301,International French Speaking Conference on Logic and Constraint Programming,JFPLC,"CORE2008_C, ERA2010_C, CORE2013_C, CORE2014_C, CORE2017_C, CORE2018_C",,
1308,International ICSC Congress on Intelligent Systems and Applications,IICISA,"CORE2008_C, ERA2010_C, CORE2013_C, CORE2014_C, CORE2017_C, CORE2018_C",,
1309,International IEEE Security in Storage Workshop,SISW,"ERA2010_C, CORE2013_C, CORE2014_C, CORE2017_C, CORE2018_C",,
1310,International IEEE Workshop on Software Evolvability,SE,"ERA2010_C, CORE2013_C, CORE2014_C, CORE2017_C, CORE2018_C",,
1311,International Conference on Information Technology in Regional Areas,ITiRA,"CORE2008_C, ERA2010_C, CORE2013_C, CORE2014_C, CORE2017_C, CORE2018_C",,
1312,International Joint Conference CAAP/FASE on Theory and Practice of Software Development,TAPSOFT,"ERA2010_C, CORE2013_C, CORE2014_C, CORE2017_C, CORE2018_C",,
1315,International Joint Conference on e-Business and Telecommunications,ICETE,"ERA2010_C, CORE2013_C, CORE2014_C, CORE2017_C, CORE2018_C",,
1316,"International Joint Conference on Knowledge Discovery, Knowledge Engineering and Knowledge Management",IC3K,"ERA2010_C, CORE2013_C, CORE2014_C, CORE2017_C, CORE2018_C, CORE2020_C, CORE2021_C, CORE2023_C",conf/ic3k,
1320,International KES Conference on Agents and Multiagent systems - Technologies and Applications,KES AMSTA,"ERA2010_C, CORE2013_C, CORE2014_C, CORE2017_C, CORE2018_C, CORE2020_C, CORE2021_C, CORE2023_C",,
1321,International Machine Vision and Image Processing Conference,IMVIP,"ERA2010_C, CORE2013_C, CORE2014_C, CORE2017_C, CORE2018_C",,
1322,International Manufacturing Leaders Forum,,ERA2010_C,,
1326,International Multi-Conference on Engineering and Technological Innovation,IMETI,ERA2010_C,,
1328,International Network for Tropical Architecture conferences,INTA,ERA2010_C,,
1329,International Network Optimization Conference,INOC,"ERA2010_C, CORE2013_C, CORE2014_C, CORE2017_C, CORE2018_C, CORE2020_C, CORE2021_C, CORE2023_C",conf/inoc,
1330,International Parallel Computing Workshop,PCW,"CORE2008_C, ERA2010_C, CORE2013_C, CORE2014_C, CORE2017_C, CORE2018_C",,
1331,International Picture Coding Symposium,PCS,"CORE2008_C, ERA2010_C, CORE2013_C, CORE2014_C, CORE2017_C, CORE2018_C, CORE2020_C, CORE2021_C, CORE2023_C",conf/pcs,
1334,International Postgraduate Research Conference (Research Institute for the Built and Human Environment (BuHu)),BuHu IPGRC,ERA2010_C,,
1335,International Python Conference,IPythC,"CORE2008_C, ERA2010_C, CORE2013_C, CORE2014_C, CORE2017_C, CORE2018_C",,
1337,International Research Week Conference,IPGRC,ERA2010_C,,
1340,ISC High Performance (was International Supercomputing Conference),ISC,"ERA2010_C, CORE2013_C, CORE2014_C, CORE2017_C, CORE2018_C, CORE2020_C, CORE2021_C, CORE2023_C",conf/supercomputer,
1343,International Symposium on 3D Data Processing Visualization and Transmission,3DPVT,"ERA2010_C, CORE2013_C, CORE2014_C, CORE2017_C, CORE2018_C",,
1350,International Symposium on Applications and the Internet,SAINT,"ERA2010_C, CORE2013_C, CORE2014_C, CORE2017_C, CORE2018_C",,
1352,International Symposium on Applied Computational Intelligence and Informatics,SACI,"ERA2010_C, CORE2013_C, CORE2014_C, CORE2017_C, CORE2018_C",conf/saci,
1353,International Symposium on Applied Machine Intelligence and Informatics,SAMI,"ERA2010_C, CORE2013_C, CORE2014_C, CORE2017_C, CORE2018_C",,
1355,International Symposium on Artificial Life and Robotics,AROB,"ERA2010_C, CORE2013_C, CORE2014_C, CORE2017_C, CORE2018_C, CORE2020_C, CORE2021_C, CORE2023_C",,
1356,"International Symposium on Audio, Video, Image Processing and Intelligent Applications",ISAVIIA,"CORE2008_C, ERA2010_C, CORE2013_C, CORE2014_C, CORE2017_C, CORE2018_C",,
1358,International Symposium on Automation and Robotics in Construction,ISARC,"CORE2008_C, ERA2010_C, CORE2013_C, CORE2014_C, CORE2017_C, CORE2018_C, CORE2020_C, CORE2021_C, CORE2023_C",,
1359,International Symposium on Autonomous Decentralized Systems,ISADS,"ERA2010_C, CORE2013_C, CORE2014_C, CORE2017_C, CORE2018_C, CORE2020_C, CORE2021_C, CORE2023_C",conf/isads,
1361,International Symposium on Circuits and Systems,CIRSYS,"CORE2008_C, ERA2010_C, CORE2013_C, CORE2014_C, CORE2017_C, CORE2018_C",,
1363,International Symposium on Collaborative Technologies and Systems,CTS,"ERA2010_C, CORE2013_C, CORE2014_C, CORE2017_C, CORE2018_C",,
1364,International Symposium on Combinatorial Optimisation,ISCO,"ERA2010_C, CORE2013_C, CORE2014_C, CORE2017_C, CORE2018_C, CORE2020_C, CORE2021_C, CORE2023_C",conf/iscopt,
1371,International Symposium on Computer Design,COMPDES,"CORE2008_C, ERA2010_C, CORE2013_C, CORE2014_C, CORE2017_C, CORE2018_C",,
1372,International Symposium on Cooperative Database Systems for Advanced Applications,CODAS,"CORE2008_C, ERA2010_C, CORE2013_C, CORE2014_C, CORE2017_C, CORE2018_C",,
1373,"International Symposium on Data, privacy and E-Commerce",ISDPE,"ERA2010_C, CORE2013_C, CORE2014_C, CORE2017_C, CORE2018_C",,
1379,International Symposium on Fault-Tolerant Computing,FTCS,ERA2010_C,,
1380,International Symposium on Foundations of Intelligent Systems,ISMIS,"ERA2010_C, CORE2013_C, CORE2014_C, CORE2017_C, CORE2018_C, CORE2020_C, CORE2021_C, CORE2023_C",conf/ismis,
1384,International Symposium on Future Software Technology,ISFST,"CORE2008_C, ERA2010_C, CORE2013_C, CORE2014_C, CORE2017_C, CORE2018_C",,
1385,International Symposium on Grids and Clouds (was International Symposium on Grid Computing),ISGC,"ERA2010_C, CORE2013_C, CORE2014_C, CORE2017_C, CORE2018_C, CORE2020_C, CORE2021_C, CORE2023_C",,
1387,International Symposium on Information and Communication Technologies,ISICT,"ERA2010_C, CORE2013_C, CORE2014_C, CORE2017_C, CORE2018_C, CORE2020_C",conf/isict,
1388,International Symposium on Information Assurance and Security,IAS,"ERA2010_C, CORE2013_C, CORE2014_C, CORE2017_C, CORE2018_C, CORE2020_C, CORE2021_C, CORE2023_C",,
1389,International Symposium on Information Processing,ISIP,"ERA2010_C, CORE2013_C, CORE2014_C, CORE2017_C, CORE2018_C",,
1391,International Symposium on Innovations in Intelligent Systems and Applications,INISTA,"ERA2010_C, CORE2013_C, CORE2014_C, CORE2017_C, CORE2018_C, CORE2020_C, CORE2021_C, CORE2023_C",conf/inista,
1392,International Symposium on Intelligent and Interactive Multimedia: Systems and Services,KES IIMSS,"ERA2010_C, CORE2013_C, CORE2014_C, CORE2017_C, CORE2018_C, CORE2020_C",conf/iimss,
1393,"International Symposium on Intelligent Multimedia, Video and Speech Processing",ISIMP,"CORE2008_C, ERA2010_C, CORE2013_C, CORE2014_C",,
1394,International Symposium on Intelligent Systems and Informatics,SISY,"ERA2010_C, CORE2013_C, CORE2014_C, CORE2017_C, CORE2018_C",conf/sisy,
1396,"International Symposium on Leveraging Applications of Formal Methods, Verification and Validation",ISoLA,"ERA2010_C, CORE2013_C, CORE2014_C, CORE2017_C, CORE2018_C, CORE2020_C, CORE2021_C, CORE2023_C",conf/isola,
1402,International Symposium on Neural Networks,ISNN,"ERA2010_C, CORE2013_C, CORE2014_C, CORE2017_C, CORE2018_C, CORE2020_C, CORE2021_C, CORE2023_C",conf/isnn,
1404,International Symposium on Object Technologies for Advanced Software,ISOTAS,"ERA2010_C, CORE2013_C, CORE2014_C, CORE2017_C, CORE2018_C",,
1405,International Symposium on Parallel and Distributed Computing,ISPDC,"ERA2010_C, CORE2013_C, CORE2014_C, CORE2017_C, CORE2018_C, CORE2020_C, CORE2021_C, CORE2023_C",conf/ispdc,
1413,International Symposium on Spatial Data Handling,SDH,"ERA2010_C, CORE2013_C, CORE2014_C, CORE2017_C, CORE2018_C, CORE2020_C, CORE2021_C, CORE2023_C",,
1414,International Symposium on Spatial Data Infrastructures,ISSDI,"CORE2008_C, ERA2010_C, CORE2013_C, CORE2014_C, CORE2017_C, CORE2018_C",,
1415,International Symposium on Spatial Data Quality,ISSDQ,"CORE2008_C, ERA2010_C, CORE2013_C, CORE2014_C, CORE2017_C, CORE2018_C, CORE2020_C, CORE2021_C, CORE2023_C",,
1421,International Symposium on Symbolic and Numeric Algorithms for Scientific Computing,SYNASC,"ERA2010_C, CORE2013_C, CORE2014_C, CORE2017_C, CORE2018_C",conf/synasc,
1422,"International Conference on Hardware/Software Codesign and System Synthesis (previously ISSN, changed in 2003)",CODES+ISSS,"CORE2008_C, ERA2010_C, CORE2013_C, CORE2014_C, CORE2017_C, CORE2018_C, CORE2020_C, CORE2021_C, CORE2023_C",conf/codesisss,
1423,International Symposium on Technology and Society,ISTAS,"ERA2010_C, CORE2013_C, CORE2014_C, CORE2017_C, CORE2018_C, CORE2020_C, CORE2021_C, CORE2023_C",,
1425,International Symposium on the Mathematical Theory of Networks and Systems,MTNS,"CORE2008_C, ERA2010_C, CORE2013_C, CORE2014_C, CORE2017_C, CORE2018_C, CORE2020_C, CORE2021_C, CORE2023_C",,
1427,International Symposium on Theoretical Aspects of Software Engineering,TASE,"ERA2010_C, CORE2013_C, CORE2014_C, CORE2017_C, CORE2018_C",conf/tase,
1429,International Symposium on Visual Computing,ISVC,"ERA2010_C, CORE2013_C, CORE2014_C, CORE2017_C, CORE2018_C",conf/isvc,
1430,International Symposium on Voronoi diagrams in Science and Engineering,ISVD,"ERA2010_C, CORE2013_C, CORE2014_C, CORE2017_C, CORE2018_C",conf/isvd,
1431,International Symposium on Wireless Personal Multimedia Communications,WPMC,ERA2010_C,,
1435,International Urban Design Conference,IUDC,ERA2010_C,,
1436,International Visualization in Transportation Symposium,TRB,"ERA2010_C, CORE2013_C, CORE2014_C, CORE2017_C, CORE2018_C",,
1437,International Web Conference,IWC,"CORE2008_C, ERA2010_C, CORE2013_C, CORE2014_C, CORE2017_C, CORE2018_C",,
1438,International Wireless Internet Conference,WiCon,ERA2010_C,,
1439,International Wordnet Conference (Global Wordnet Conference),GWC,"ERA2010_C, CORE2013_C, CORE2014_C, CORE2017_C, CORE2018_C, CORE2020_C, CORE2021_C, CORE2023_C",conf/wordnet,
1441,International Workshop in Software Measurement (Joined with Mensura from 2007),IWSM,"ERA2010_C, CORE2013_C, CORE2014_C",,
1443,International Workshop of the Initiative for the Evaluation of XML Retrieval,INEX,"ERA2010_C, CORE2013_C, CORE2014_C, CORE2017_C, CORE2018_C",conf/inex,
1444,International Workshop on Abstract State Machines,ASM(W),"ERA2010_C, CORE2013_C, CORE2014_C, CORE2017_C, CORE2018_C",,
1445,International Workshop on Advanced Architectures and Algorithms for Internet Delivery and Applications,AAA-IDEA,"ERA2010_C, CORE2013_C, CORE2014_C, CORE2017_C, CORE2018_C",,
1447,International Symposium on Algorithms and Experiments for  Wireless Networks,Algosensors,"ERA2010_C, CORE2018_C, CORE2020_C, CORE2021_C, CORE2023_C",conf/algosensors,
1449,"International Workshop on Aliasing, Confinement and Ownership",IWACO,"ERA2010_C, CORE2013_C, CORE2014_C, CORE2017_C, CORE2018_C",,
1452,International Workshop on Boolean Functions: Cryptography and Applications,BFCA,"ERA2010_C, CORE2013_C, CORE2014_C, CORE2017_C, CORE2018_C",,
1453,International Workshop on Business Process Design,BPD,"ERA2010_C, CORE2013_C, CORE2014_C, CORE2017_C, CORE2018_C",,
1454,International Workshop on Business Process Intelligence,BPI,"ERA2010_C, CORE2013_C, CORE2014_C, CORE2017_C, CORE2018_C",,
1455,"International Workshop on Business Process Modelling, Development, and Support",BPMDS,"ERA2010_C, CORE2013_C, CORE2014_C, CORE2017_C, CORE2018_C",,
1456,International Workshop on C# and .NET Technologies,C#,"ERA2010_C, CORE2013_C, CORE2014_C, CORE2017_C, CORE2018_C",,
1458,International Workshop on Combinations of Intelligent Methods and Applications,CIMA,"ERA2010_C, CORE2013_C, CORE2014_C, CORE2017_C, CORE2018_C, CORE2020_C, CORE2021_C, CORE2023_C",,
1460,International Workshop on Combinatorial Image Analysis: Theory and Applications,IWCIA,"ERA2010_C, CORE2013_C, CORE2014_C, CORE2017_C, CORE2018_C, CORE2020_C, CORE2021_C, CORE2023_C",conf/iwcia,
1461,International Workshop on Comparative Evaluation in Requirements Engineering,CERE,"ERA2010_C, CORE2013_C, CORE2014_C, CORE2017_C, CORE2018_C",,
1463,International Workshop on Critical Information Infrastructures Security,CRITIS,"ERA2010_C, CORE2013_C, CORE2014_C, CORE2017_C, CORE2018_C, CORE2020_C, CORE2021_C, CORE2023_C",conf/critis,
1465,International Workshop on Developments in Computational Models,DCM,"ERA2010_C, CORE2013_C, CORE2014_C, CORE2017_C, CORE2018_C, CORE2020_C",conf/dcm,
1466,International Workshop on Digital Watermarking,IWDW,"ERA2010_C, CORE2013_C, CORE2014_C, CORE2017_C, CORE2018_C, CORE2020_C, CORE2021_C, CORE2023_C",conf/iwdw,
1467,International Workshop on Distributed Object Management,IWDOM,"CORE2008_C, ERA2010_C, CORE2013_C, CORE2014_C, CORE2017_C, CORE2018_C",,
1468,International Workshop on Domain Driven Data Mining,DDDM,"ERA2010_C, CORE2013_C, CORE2014_C, CORE2017_C, CORE2018_C",,
1469,International Workshop on Economics-Driven Software Engineering Research,EDSER,"ERA2010_C, CORE2013_C, CORE2014_C, CORE2017_C, CORE2018_C",,
1471,International Workshop on Enterprise and Organizational Modelling and Simulation,EOMAS,"ERA2010_C, CORE2013_C, CORE2014_C, CORE2017_C, CORE2018_C, CORE2020_C, CORE2021_C, CORE2023_C",,
1472,IEEE international conference on ehealth networking applications and services (was International Workshop on Enterprise Networking and Computing in Health Care Industry; changed 2006),HealthCom,"CORE2008_C, ERA2010_C, CORE2013_C, CORE2014_C, CORE2017_C, CORE2018_C, CORE2020_C, CORE2021_C, CORE2023_C",conf/healthcom,
1473,International Workshop on Entertainment Computing,WEC,"CORE2008_C, ERA2010_C, CORE2013_C, CORE2014_C, CORE2017_C, CORE2018_C",,
1474,International Workshop on Evolution and Change in Data Management,ECDM,"ERA2010_C, CORE2013_C, CORE2014_C, CORE2017_C, CORE2018_C",,
1476,International Workshop on Formal Methods for interactive Systems,FMIS,"ERA2010_C, CORE2013_C, CORE2014_C, CORE2017_C, CORE2018_C, CORE2020_C, CORE2021_C, CORE2023_C",,
