ID,Name,Acronym,YearsListed,dblp_venue,mta_class
1165,International Conference on Parallel Architecture and Compilation Techniques,PACT,"CORE2008_A, ERA2010_A, CORE2013_A, CORE2014_A, CORE2017_A, CORE2018_A, CORE2020_A, CORE2021_B, CORE2023_B",conf/IEEEpact,6
1667,Pacific-Asia Conference on Knowledge Discovery and Data Mining,PAKDD,"CORE2008_A, ERA2010_A, CORE2013_A, CORE2014_A, CORE2017_A, CORE2018_A, CORE2020_A, CORE2021_A, CORE2023_B",conf/pakdd,6
2116,"IFIP International Symposium on Computing Performance, Modelling, Measurement and Evaluation",PERFORMANCE,"CORE2008_A, CORE2013_A, CORE2014_A, CORE2017_A, CORE2018_A, CORE2020_A, CORE2021_B",conf/performance,6
1660,Pacific Conference on Computer Graphics and Applications,PG,"CORE2008_A, ERA2010_A, CORE2013_A, CORE2014_A, CORE2017_A, CORE2018_A, CORE2020_A",conf/pg,6
1691,Principles and Practice of Parallel Programming,PPoPP,"CORE2008_A, ERA2010_A, CORE2013_A, CORE2014_A, CORE2017_A, CORE2018_A, CORE2020_A, CORE2021_A, CORE2023_B",conf/ppopp,6
1676,Parallel Problem Solving from Nature,PPSN,"CORE2008_A, ERA2010_A, CORE2013_A, CORE2014_A, CORE2017_A, CORE2018_A, CORE2020_A, CORE2021_A, CORE2023_A",conf/ppsn,6
2120,Performance Tools - International Conference on Model Techniques & Tools for CPE,PT,"CORE2008_A, CORE2013_A, CORE2014_A, CORE2017_A, CORE2018_A",,6
1408,"The International Symposium on Research in Attacks, Intrusions and Defenses (was International Symposium on Recent Advances in Intrusion Detection)",RAID,"CORE2008_A, ERA2010_B, CORE2013_B, CORE2014_A, CORE2017_A, CORE2018_A, CORE2020_A, CORE2021_A, CORE2023_A",conf/raid,6
1518,International Workshop on Randomization and Computation,RANDOM,"CORE2008_A, ERA2010_A, CORE2013_A, CORE2014_A, CORE2017_A, CORE2018_A, CORE2020_A, CORE2021_A",conf/random,6
690,IEEE International Requirements Engineering Conference,RE,"CORE2008_A, ERA2010_A, CORE2013_A, CORE2014_A, CORE2017_A, CORE2018_A, CORE2020_A, CORE2021_A, CORE2023_A",conf/re,6
2123,International Conference on Rewriting Techniques and Applications (now merged with FSCD Formal Structures for Computation and Deduction),RTA,"CORE2008_A, CORE2013_A, CORE2014_A, CORE2017_A, CORE2018_A",,6
725,IEEE Real-Time and Embedded Technology and Applications Symposium,RTAS,"CORE2008_A, ERA2010_A, CORE2013_A, CORE2014_A, CORE2017_A, CORE2018_A, CORE2020_A, CORE2021_A, CORE2023_A",conf/rtas,6
1763,Static Analysis Symposium,SAS,"CORE2008_A, ERA2010_A, CORE2013_A, CORE2014_A, CORE2017_A, CORE2018_A, CORE2020_A, CORE2021_B, CORE2023_B",conf/sas,6
1250,International Conference on Theory and Applications of Satisfiability Testing,SAT,"CORE2008_A, ERA2010_A, CORE2013_A, CORE2014_A, CORE2017_A, CORE2018_A, CORE2020_A, CORE2021_A, CORE2023_A",conf/sat,3
77,"International Conference for High Performance Computing, Networking, Storage and Analysis (was Supercomputing Conference)",SC,"CORE2008_A, ERA2010_A, CORE2013_A, CORE2014_A, CORE2017_A, CORE2018_A, CORE2020_A, CORE2021_A, CORE2023_A",conf/sc,6
674,IEEE International Conference on Software Services Engineering (previously IEEE International Conference on Services Computing SCC),IEEE SSE,"CORE2008_A, ERA2010_A, CORE2013_A, CORE2014_A, CORE2017_A, CORE2018_A, CORE2020_A, CORE2021_B, CORE2023_B",conf/IEEEscc,6
60,International Symposium on Computational Geometry,SoCG,"CORE2008_A, ERA2010_A, CORE2013_A, CORE2014_A, CORE2017_A, CORE2018_A, CORE2020_A, CORE2021_A, CORE2023_A",conf/compgeom,3
1529,International Workshop on Software and Compilers for Embedded Systems,SCOPES,"CORE2008_A, ERA2010_A, CORE2013_A, CORE2014_A, CORE2017_A, CORE2018_A, CORE2020_A, CORE2021_C, CORE2023_C",conf/scopes,6
1727,SIAM International Conference on Data Mining,SDM,"CORE2008_A, ERA2010_A, CORE2013_A, CORE2014_A, CORE2017_A, CORE2018_A, CORE2020_A, CORE2021_A, CORE2023_A",conf/sdm,6
2124,Unix Symposium on Operating Systems Design and Implementation,SDSDI,"CORE2008_A, CORE2013_A, CORE2014_A, CORE2017_A, CORE2018_A",,
55,ACM Special Interest Group on Computer Science Education Conference,SIGCSE,"CORE2008_A, ERA2010_A, CORE2013_A, CORE2014_A, CORE2017_A, CORE2018_A, CORE2020_A, CORE2021_A, CORE2023_A",conf/sigcse,3
2135,IEEE International Symposium on Software Metrics,SMS,"CORE2008_A, CORE2013_A, CORE2014_A, CORE2017_A, CORE2018_A",,
1790,Symposium on Parallelism in Algorithms and Architectures,SPAA,"CORE2008_A, ERA2010_A, CORE2013_A, CORE2014_A, CORE2017_A, CORE2018_A, CORE2020_A, CORE2021_A, CORE2023_B",conf/spaa,3
1792,Symposium on Reliable Distributed Systems,SRDS,"CORE2008_A, ERA2010_A, CORE2013_A, CORE2014_A, CORE2017_A, CORE2018_A, CORE2020_A, CORE2021_B, CORE2023_B",conf/srds,6
1197,International Conference on Scientific and Statistical Data Base Management,SSDBM,"CORE2008_A, ERA2010_A, CORE2013_A, CORE2014_A, CORE2017_A, CORE2018_A, CORE2020_A, CORE2021_B, CORE2023_B",conf/ssdbm,6
1766,Structural and Syntactical Pattern Recognition,SSPR,"CORE2008_A, ERA2010_A, CORE2013_A, CORE2014_A, CORE2017_A, CORE2018_A, CORE2020_A, CORE2021_B, CORE2023_B",conf/ssspr,6
2137,ACM Symposium on Software Reusability,SSR,"CORE2008_A, CORE2013_A, CORE2014_A, CORE2017_A, CORE2018_A",conf/ssr,
1246,International Conference on Theorem Proving with Analytic Tableaux and Related Methods,TABLEAUX,"CORE2008_A, ERA2010_A, CORE2013_A, CORE2014_A, CORE2017_A, CORE2018_A, CORE2020_A, CORE2021_B, CORE2023_B",conf/tableaux,3
1488,ACM International Conference on Interactive Surfaces and Spaces (was International Workshop on Horizontal Interactive Human-Computer Systems: Tabletop),ISS,"ERA2010_B, CORE2013_B, CORE2014_A, CORE2017_A, CORE2018_A, CORE2020_A",conf/tabletop,6
1818,Tools and Algorithms for Construction and Analysis of Systems,TACAS,"CORE2008_A, ERA2010_A, CORE2013_A, CORE2014_A, CORE2017_A, CORE2018_A, CORE2020_A, CORE2021_A, CORE2023_A",conf/tacas,3
1814,Theoretical Aspects of Rationality and Knowledge,TARK,"CORE2008_A, ERA2010_A, CORE2013_A, CORE2014_A, CORE2017_A, CORE2018_A, CORE2020_A, CORE2021_A, CORE2023_A",conf/tark;series/eptcs,3
1798,"Tangible, Embedded, and Embodied Interaction",TEI,"ERA2010_A, CORE2013_A, CORE2014_A, CORE2017_A, CORE2018_A, CORE2020_A, CORE2021_A, CORE2023_B",conf/tei,6
790,"International Conference on Trust, Security and Privacy in Computing and Communications",TrustCom,"ERA2010_A, CORE2013_A, CORE2014_A, CORE2017_A, CORE2018_A, CORE2020_A, CORE2021_B, CORE2023_B",conf/trustcom,6
1838,Usenix Annual Technical Conference,USENIX,"CORE2008_A, ERA2010_A, CORE2013_A, CORE2014_A, CORE2017_A, CORE2018_A, CORE2020_A, CORE2021_A, CORE2023_A",conf/usenix,6
2144,Unix Symposium on Internet Technologies,USITS,"CORE2008_A, CORE2013_A, CORE2014_A, CORE2017_A, CORE2018_A, CORE2020_A",conf/usits,6
1262,International Conference on Virtual Execution Environments,VEE,"CORE2008_B, ERA2010_A, CORE2013_A, CORE2014_A, CORE2017_A, CORE2018_A, CORE2020_A, CORE2021_B, CORE2023_B",conf/vee,6
1770,Symposia on VLSI Technology and Circuits,VLSI,"CORE2008_A, ERA2010_A, CORE2013_A, CORE2014_A, CORE2017_A, CORE2018_A",,6
67,ACM Virtual Reality Software and Technology,VRST,"ERA2010_A, CORE2013_A, CORE2014_A, CORE2017_A, CORE2018_A, CORE2020_A, CORE2021_A, CORE2023_A",conf/vrst,6
763,IEEE Workshop on Applications of Computer Vision,WACV,"CORE2008_A, ERA2010_A, CORE2013_A, CORE2014_A, CORE2017_A, CORE2018_A, CORE2020_A, CORE2021_A, CORE2023_A",conf/wacv,6
664,IEEE International Conference on Multimedia and Expo,ICME,"CORE2008_B, ERA2010_B, CORE2013_B, CORE2014_B, CORE2017_B, CORE2018_B, CORE2020_B, CORE2021_A, CORE2023_A",conf/icmcs,6
61,"Asia Conference on Information, Computer and Communications Security",AsiaCCS,"ERA2010_B, CORE2013_B, CORE2014_B, CORE2017_B, CORE2018_B, CORE2020_B, CORE2021_A, CORE2023_A",conf/asiaccs,3
533,Financial Cryptography and Data Security Conference,FC,"ERA2010_A, CORE2013_A, CORE2014_B, CORE2017_B, CORE2018_B, CORE2020_B, CORE2021_A, CORE2023_A",conf/fc,6
1442,Privacy Enhancing Technologies Symposium (was International Workshop of Privacy Enhancing Technologies),PETS,"ERA2010_B, CORE2013_B, CORE2014_B, CORE2017_B, CORE2018_B, CORE2020_B, CORE2021_A, CORE2023_A",conf/pet,6
2237,IEEE International Conference on Data Science and Advanced Analytics,DSAA,"CORE2021_A, CORE2023_B",conf/dsaa,6
28,ACM International Conference on Recommender Systems,RecSys,"ERA2010_B, CORE2013_B, CORE2014_B, CORE2017_B, CORE2018_B, CORE2020_B, CORE2021_A, CORE2023_A",conf/recsys,6
422,Designing Interactive Systems,DIS;Conference on Designing Interactive Systems;Symposium on Designing Interactive Systems,"CORE2008_A, ERA2010_B, CORE2013_B, CORE2014_B, CORE2017_B, CORE2018_B, CORE2020_B, CORE2021_A, CORE2023_A",conf/ACMdis,6
2258,International ACM SIGACCESS Conference on Computers and Accessibility,ASSETS,"CORE2021_A, CORE2023_A",conf/assets,6
2268,International Conference on Learning Analytics and Knowledge,LAK,"CORE2021_A, CORE2023_A",conf/lak,6
1181,"IEEE International Conference on Program Comprehension (previously IWPC, changed in 2006)",ICPC,"ERA2010_C, CORE2013_C, CORE2014_C, CORE2017_C, CORE2018_C, CORE2020_C, CORE2021_A, CORE2023_A",conf/iwpc,6
791,International Conference on Software Architecture (was previously WICSA),ICSA,"CORE2008_A, ERA2010_A, CORE2013_A, CORE2014_A, CORE2017_A, CORE2021_A, CORE2023_A",conf/icsa,6
2280,"IEEE International Conference on Software Analysis, Evolution and Reengineering",SANER,"CORE2021_A, CORE2023_A",conf/saner;conf/wcre,6
2281,International Symposium on Software Engineering for Adaptive and Self-Managing Systems,SEAMS,"CORE2021_A, CORE2023_A",conf/seams,6
19,ACM Creativity and Cognition,CC,ERA2010_A,,
41,ACM SIGCOMM Internet Measurement Conference,ACM IMC,ERA2010_A,,
106,Algorithmic Learning Theory,ALT,"ERA2010_A, CORE2013_A, CORE2014_B, CORE2017_B, CORE2018_B, CORE2020_B, CORE2021_B, CORE2023_B",conf/alt,3
108,Algorithms and Data Structures Symposium (was Workshop on Algorithms and Data Structures),WADS,"CORE2008_A, ERA2010_A, CORE2013_A, CORE2014_B, CORE2017_B, CORE2018_B, CORE2020_B, CORE2021_B, CORE2023_B",conf/wads,3
111,American Association of Cost Engineers Annual Meeting,AACE,ERA2010_A,,
113,"American Society for Heating, Refrigeration and Air Conditioning",ASHRAE,ERA2010_A,,
114,American Society of Mechanical Engineering,,ERA2010_A,,
119,Annual Conference of the Australian Acoustical Society,,ERA2010_A,,
123,Annual Conference of the International Speech Communication Association (was Eurospeech),Interspeech,"CORE2008_C, ERA2010_A, CORE2013_A, CORE2014_A",,
130,Annual International Conference of the IEEE Engineering in Medicine and Biology Society,,ERA2010_A,,
137,"Annual Water Distribution Systems Analysis Conference, WDSA 2008",,ERA2010_A,,
151,International Conference on Artificial Intelligence in Medicine,AIME,"CORE2008_A, ERA2010_A, CORE2013_A, CORE2014_A, CORE2017_B, CORE2018_B, CORE2020_B, CORE2021_B, CORE2023_B",conf/aime,6
153,ASCCS International Conference on Steel-Concrete Composite and Hybrid Structures,,ERA2010_A,,
168,Asian Congress of Fluid Mechanics,,ERA2010_A,,
173,Asian-Pacific Conference on Computational Mechanics,APCOM,ERA2010_A,,
174,Asian-Pacific conferences on unsaturated soils,Unsat-Asian,ERA2010_A,,
179,Asia-Pacific Conference on Engineering Plasticity and Its Applications,,ERA2010_A,,
180,Asia-Pacific Conference on Materials Processing,,ERA2010_A,,
192,Association for Computer Aided Design in Architecture (ACADIA) Conference,ACADIA,ERA2010_A,,
197,Association of Researchers in Construction Management Annual Conference,ARCOM,ERA2010_A,,
199,AUSIMM Orebody Modelling and Strategic Mine Planning Conference,,ERA2010_A,,
200,AUSIMM Project Evaluation,,ERA2010_A,,
202,Australasian Coasts and Ports Conference,,ERA2010_A,,
213,Australasian Conference on Information Systems,ACIS,"CORE2008_B, ERA2010_A",,
218,Australasian Congress on Applied Mechanics,,ERA2010_A,,
220,Australasian Fluid Mechanics Conference,,ERA2010_A,,
221,Australasian Housing Researchers Conference,AHRC,ERA2010_A,,
225,Australasian Port and Harbour Conference,,ERA2010_A,,
232,Australasian Transport Research Forum,ATRF,ERA2010_A,,
287,Bluff Body Aerodynamics and Applications,,ERA2010_A,,
294,British Computer Society Conference on Human-Computer Interaction,HCI,"CORE2008_C, ERA2010_A",,
299,CAADFutures Biennial conference,CAADFutures,ERA2010_A,,
307,Centre for Asian and Middle Eastern Architecture conference,CAMEA,ERA2010_A,,
314,CIRP Life Cycle Engineering Conference,,ERA2010_A,,
325,"Composite Construction V, Kruger National Park, South Africa, American Society of Civil Engineers",,ERA2010_A,,
334,Computer Applications in The Mineral Industries,APCOM,ERA2010_A,,
338,Computers in Cardiology,,ERA2010_A,,
343,Conference and Symposium of the International Committee on Aeronautical Fatigue,,ERA2010_A,,
376,Conference on Railway Engineering,,ERA2010_A,,
383,Conference on the Quality of Software Architectures,QoSA,"CORE2008_A, ERA2010_A, CORE2013_A, CORE2014_B, CORE2017_B",conf/qosa,6
387,Congress of the Modelling and Simulation Society of Australia and New Zealand,Modsim 03,ERA2010_A,,
395,Construction Management and Economics Conference,CME 25,ERA2010_A,,
397,Contact Mechanics,,ERA2010_A,,
401,Corrosion and Prevention,,ERA2010_A,,
415,Design and Emotion Society Conferences,D&E,ERA2010_A,,
417,Design Computing and Cognition,DCC,ERA2010_A,,
477,European Conference on Computational Mechanics,ECCM,ERA2010_A,,
486,European Conference on Machine Learning (Joined with PKDD from 2008),ECML,"CORE2008_A, ERA2010_A, CORE2013_A, CORE2014_A",,6
487,European Conference on Numerical Methods in Geotechnical Engineering,NUMGE,ERA2010_A,,
517,European Turbulence Conference,,ERA2010_A,,
526,"Experiential Knowledge SIG conferences (Design Research Society (DRS) SIG,UK)",,ERA2010_A,,
531,FIE Frontiers in Education,,ERA2010_A,,
557,Geo congress of the Geo-Institute of ASCE,,ERA2010_A,,
561,GeoShanghai International Conferences,GeoShanghai,ERA2010_A,,
577,Healthy Buildings,HB,ERA2010_A,,
582,Hong Kong Institute of Value Management Conference,HKIVM,ERA2010_A,,
588,IASTED International Conference on Biomedical Engineering,,ERA2010_A,,
589,IASTED Telehealth and Assistive Technology,,ERA2010_A,,
600,IEEE Conference in Industrial Electronics and Applications,,ERA2010_A,,
609,"IEEE Conference on Robotics, Automation and Mechatronics",,ERA2010_A,,
617,IEEE EMBS Neural Engineering Conference,,ERA2010_A,,
672,IEEE International Conference on Robots and Automation,,ERA2010_A,,
694,IEEE International Symposium on Biomedical Imaging,,ERA2010_A,,
752,IEEE Symposium on Visual Languages and Human-Centric Computing (was VL),VL/HCC,"CORE2008_A, ERA2010_A, CORE2013_A, CORE2014_B, CORE2017_B, CORE2018_B, CORE2020_B, CORE2021_B, CORE2023_B",conf/vl,6
753,IEEE Symposium on VLSI Circuits,VLSIC,ERA2010_A,conf/vlsic,
780,IEEE World Congress on Computational Intelligence,WCCI,ERA2010_A,,
805,"IFIP Joint International Conference on Formal Description Techniques and Protocol Specification, Testing, And Verification",FORTE,"CORE2008_A, ERA2010_A, CORE2013_A, CORE2014_A, CORE2017_A, CORE2018_B, CORE2023_C",,6
818,Indoor Air,IA,ERA2010_A,,
875,"International Conference for Bulk Materials Storage, Handling and Transportation",,ERA2010_A,,
881,International Conference of the International Association for Computer Methods and Advances in Geomechanics,IACMAG,ERA2010_A,,
894,International Conference on Advances and Trends in Engineering Materials and Their Applications,,ERA2010_A,,
898,International Conference on Advances in Materials and Processing Technologies,,ERA2010_A,,
903,International Conference On Agile Manufacturing,,ERA2010_A,,
930,"International Conference on Civil, Structural and Environmental Engineering Computing",CIVIL-COMP,ERA2010_A,,
932,International Conference on Coastal Engineering,,ERA2010_A,,
940,International Conference on Composite Materials,,ERA2010_A,,
951,International Conference on Computational Plasticity,COMPLAS,ERA2010_A,,
958,"Joint Conference on Computer Vision, Imaging and Computer Graphics Theory and Applications (GRAPP and VISAPP combined from 2008)",VISIGRAPP,"ERA2010_A, CORE2013_A, CORE2014_B, CORE2017_B, CORE2018_B, CORE2020_B, CORE2021_B",conf/visigrapp;conf/visapp;conf/grapp,6
968,International Conference on Computers in Urban Planning and Urban Management,CUPUM,ERA2010_A,,
980,International Conference on Coordination Models and Languages,Coordination,"CORE2008_A, ERA2010_A, CORE2013_A, CORE2014_A, CORE2017_A, CORE2018_B, CORE2020_B, CORE2021_C, CORE2023_C",conf/coordination,6
994,International Conference on Design Theory and Methodology (ASME),DTM,ERA2010_A,,
1015,International Conference on Enhancement and Promotion of Computational Methods in Engineering and Science,,ERA2010_A,,
1020,International Conference on Environmental Systems,ICES,ERA2010_A,,
1021,International conference on ER fluids and MR suspensions,,ERA2010_A,,
1027,International Conference on Fast Sea Transportation,,ERA2010_A,,
1048,International Conference on High Performance Computing,HiPC,"CORE2008_A, ERA2010_A, CORE2013_A, CORE2014_A, CORE2017_C, CORE2018_B",conf/hipc,6
1051,International Conference on High Performance Yacht Design,,ERA2010_A,,
1063,"International Conference on Indoor Air Quality, Ventilation and Energy Conservation in Buildings",IAQVEC,ERA2010_A,,
1116,International Conference on Leading Edge Manufacturing in 21st Century,,ERA2010_A,,
1118,International Conference on Liquid Atomization and Spray Systems,,ERA2010_A,,
1130,International Conference on Metal Forming,,ERA2010_A,,
1135,International Conference on Modal Analysis,,ERA2010_A,,
1138,International Conference on Modelling and Diagnostics For Advanced Engine Systems,,ERA2010_A,,
1154,International Conference on New Forming Technology,,ERA2010_A,,
1158,International Conference on Numerical Methods in Industrial Forming Processes,,ERA2010_A,,
1159,"International Conference on Ocean, Offshore and Arctic Engineering",,ERA2010_A,,
1174,International Conference on Pressure Surges,,ERA2010_A,,
1191,International Conference on Reliable Software Technologies,Ada-Europe,"CORE2008_A, ERA2010_A, CORE2013_A, CORE2014_A, CORE2017_B, CORE2018_B, CORE2020_B, CORE2021_B",conf/adaEurope,6
1198,International Conference on Security and Privacy for Communication Networks,SecureComm,"ERA2010_A, CORE2013_A, CORE2014_A, CORE2017_B, CORE2018_B, CORE2020_B, CORE2021_C, CORE2023_C",conf/securecomm,6
1220,International Conference on Software Reuse,ICSR,"CORE2008_A, ERA2010_A, CORE2013_A, CORE2014_A, CORE2017_A, CORE2018_B, CORE2020_B, CORE2021_B, CORE2023_B",conf/icsr,6
1222,International Conference on Soil Mechanics and Geotechnical Engineering,ICSMGE,ERA2010_A,,
1224,International Conference on Steel Rolling,,ERA2010_A,,
1225,International Conference on Structural Health Monitoring of Intelligent Infrastructure,,ERA2010_A,,
1226,International Conference on Surface Finishing Technology and Surface Engineering,ICSFT2008,ERA2010_A,,
1227,International Conference on Sustainability in Energy and Buildings,SEB,ERA2010_A,,
1233,International Conference on Technology of Plasticity,,ERA2010_A,,
1256,International conference on unsaturated soils,Unsat,ERA2010_A,,
1257,International Conference on Urban Drainage,,ERA2010_A,,
1274,International Conference on Wind Engineering,,ERA2010_A,,
1281,International Conferences on Advances in Steel Structures,,ERA2010_A,,
1282,International Conferences on Progress of Machining Technology,,ERA2010_A,,
1287,International Congress of Theoretical and Applied Mechanics,,ERA2010_A,,
1289,International Congress on Fracture,,ERA2010_A,,
1293,International Corrosion Congress,,ERA2010_A,,
1294,"International Council for Research and Innovation in Building and Construction (CIB) Meetings, Workshops, Symposia, Conferences",CIB,ERA2010_A,,
1298,International Fatigue Congress,,ERA2010_A,,
1299,International Ferroalloy Congress,,ERA2010_A,,
1304,International Geostatistics Congress,,ERA2010_A,,
1305,International Group for Lean Construction Conference,IGLC,ERA2010_A,,
1306,International Heavy Haul Association Conference,,ERA2010_A,,
1307,International Heavy Haul Conference,,ERA2010_A,,
1325,International Mineral Processing Congress,,ERA2010_A,,
1332,International Pipeline Conference,,ERA2010_A,,
1336,International Research Council on the Biomechanics of Impact,,ERA2010_A,,
1339,International Society of Rock Mechanics Series of Symposia and Conferences,ISRM,ERA2010_A,,
1341,International Symposium Component-Based Software Engineering,CBSE,"CORE2008_A, ERA2010_A, CORE2013_A, CORE2014_B, CORE2017_B",conf/cbse,6
1342,International Symposium of Automation and Robotics in Construction,,ERA2010_A,,
1344,International Symposium on Active Control of Sound and Vibration,,ERA2010_A,,
1346,International Symposium on Advanced Technology for Plasticity,,ERA2010_A,,
1347,International Symposium on Advances in Abrasive Technology,,ERA2010_A,,
1365,International Symposium on Combustion,,ERA2010_A,,
1367,International Symposium on Computational Geomechanics,,ERA2010_A,,
1407,International Symposium on Plasticity and Its Current Applications,,ERA2010_A,,
1424,International Symposium on Temporal Representation and Reasoning,TIME,"CORE2008_A, ERA2010_A, CORE2013_A, CORE2014_B, CORE2017_B, CORE2018_B, CORE2020_B, CORE2021_B, CORE2023_C",conf/time,3
1428,International Symposium on Vehicle System Dynamics,,ERA2010_A,,
1433,International Towing Tank Conference,,ERA2010_A,,
1434,International Tribology Conference in Australia,,ERA2010_A,,
1515,International Workshop on Precipitation in Urban Areas,,ERA2010_A,,
1560,IUTAM Symposia series,,ERA2010_A,,
1561,IWA World Water Congress,,ERA2010_A,,
1578,JSME/ASME International Conference on Materials and Processing,,ERA2010_A,,
1613,"Mini-EURO Conference, Managing Uncertainty in Decision Support Models",,ERA2010_A,,
1619,Modelling and Simulation,,ERA2010_A,,
1624,NACE International - Corrosion,,ERA2010_A,,
1639,Network for Comfort and Energy Use in Buildings Windsor Conference,Windsor,ERA2010_A,,
1652,Numerical Models in Geomechanics,NUMOG,ERA2010_A,,
1665,Pacific Rim Real Estate Conference,PPRES,ERA2010_A,,
1679,Passive and Low Energy Architecture (PLEA) Annual International Conference,PLEA,ERA2010_A,,
1681,Portland International Center for Management of Engineering and Technology Conference,PICMET,ERA2010_A,,
1684,Powders and Grains,,ERA2010_A,,
1694,Proceedings MIT Conferences on Computational Solid and Fluid Mechanics,,ERA2010_A,,
1704,Research in Engineering Education Symposium,REES,ERA2010_A,,
1706,RICS conference,COBRA,ERA2010_A,,
1735,Sixth International Conference on Hydroinformatics 2004,,ERA2010_A,,
1738,"Society of Architectural Historians, Australia and New Zealand (SAHANZ) Annual Conference",SAHANZ,ERA2010_A,,
1758,SPIE Smart Structures and Materials and Non-destructive Evaluation and Health Monitoring,,ERA2010_A,,
1760,Stapp Car Crash Conference,,ERA2010_A,,
1761,State of Australian Cities (SOAC) Conference,SOAC,ERA2010_A,,
1773,Symposium on ‘Building Simulation in the Southwest of England’,IBPSA,ERA2010_A,,
1785,Symposium on High Performance Chips,HOT CHIPS,ERA2010_A,,
1813,The World Conference on Titanium,,ERA2010_A,,
1821,Transportation Research Board (USA) Annual Meeting,TRB,ERA2010_A,,
1823,Turbulence and Shear Flow Phenomena,,ERA2010_A,,
1859,Water Down Under 2008 (incorporating the 31st Hydrology and Water Resources Symposium and the 4th International Conference on Water Resources and Environment Research),,ERA2010_A,,
1942,World Conference on Transport Research,WCTR,ERA2010_A,,
1944,World Congress on Computational Mechanics,WCCM,ERA2010_A,,
2061,IEEE Congress on Evolutionary Computation,CEC,"CORE2008_A, ERA2010_A, CORE2013_A, CORE2014_B, CORE2017_B, CORE2018_B, CORE2020_B, CORE2021_B, CORE2023_B",conf/cec,3
1976,Annual conference of American Society for Information Science and Technology,ASIS&T,CORE2008_A,,6
92,IEEE International Conference on Advanced Video and Signal Based Surveillance,AVSS,"CORE2008_A, ERA2010_B, CORE2013_B, CORE2014_B, CORE2017_B, CORE2018_B, CORE2020_B, CORE2021_B, CORE2023_B",conf/avss,6
296,British Machine Vision Conference,BMVC,"CORE2008_A, ERA2010_B, CORE2023_A",conf/bmvc,6
955,International Conference on Computer Analysis of Images and Patterns,CAIP,"CORE2008_A, ERA2010_B, CORE2013_B, CORE2014_B, CORE2017_B, CORE2018_B, CORE2020_B, CORE2021_B, CORE2023_C",conf/caip,6
335,Computer Graphics International,CGI,"CORE2008_A, ERA2010_B, CORE2013_B, CORE2014_B, CORE2017_B, CORE2018_B, CORE2020_B, CORE2021_B, CORE2023_C",conf/cgi,6
1090,International Conference on Integration of Artificial Intelligence and Operations Research Techniques in Constraint Programming for Combinatorial Optimization Problems,CPAIOR,"CORE2008_A, ERA2010_B, CORE2013_B, CORE2014_B, CORE2017_B, CORE2018_B, CORE2020_B, CORE2021_B, CORE2023_B",conf/cpaior,6
1994,IEEE Computer Security Foundations Workshop,CSFW,CORE2008_A,,6
1998,International Workshop on Document Analysis Systems,DAS,"CORE2008_A, CORE2013_B, CORE2014_B, CORE2017_B, CORE2018_B, CORE2020_B, CORE2021_B, CORE2023_B",conf/das,6
421,"Design, Automation and Test in Europe Conference",DATE,"CORE2008_A, ERA2010_B, CORE2013_B, CORE2014_B, CORE2017_B, CORE2018_B, CORE2020_B, CORE2021_B, CORE2023_B",conf/date,6
987,International Conference on Database and Expert Systems Applications,DEXA,"CORE2008_A, ERA2010_B, CORE2013_B, CORE2014_B, CORE2017_B, CORE2018_B, CORE2020_B, CORE2021_B, CORE2023_C",conf/dexa,6
427,Digital Games Research Conference,DIGRA,"CORE2008_A, ERA2010_C, CORE2013_C, CORE2014_C, CORE2017_C, CORE2018_C, CORE2020_C, CORE2021_C, CORE2023_C",conf/digra,6
2003,ACM Symposium on Document Engineering,DocEng,"CORE2008_A, CORE2013_A, CORE2014_B, CORE2017_B, CORE2018_B, CORE2020_B, CORE2021_B, CORE2023_B",conf/doceng,6
418,Design for User Experience,DUX,"CORE2008_A, ERA2010_B, CORE2013_B, CORE2014_B, CORE2017_B, CORE2018_B",,6
2013,International Conference on Theory and Practice of Digital Libraries (was ECDL until 2010),TPDL,"CORE2008_A, CORE2013_A, CORE2014_A, CORE2017_A, CORE2018_B, CORE2020_B, CORE2021_B, CORE2023_B",conf/ercimdl,6
478,European Conference on Computer Supported Cooperative Work,ECSCW,"CORE2008_A, ERA2010_B, CORE2013_B, CORE2014_B, CORE2017_B, CORE2018_B, CORE2020_B, CORE2021_B, CORE2023_B",conf/ecscw,6
1007,International Conference on Electronic Commerce and Web Technology,ECWeb,"CORE2008_A, ERA2010_B, CORE2013_B, CORE2014_B, CORE2017_B, CORE2018_B",,6
1110,International Conference on Knowledge Engineering and Knowledge Management,EKAW,"CORE2008_A, ERA2010_B, CORE2013_B, CORE2014_B, CORE2017_B, CORE2018_B, CORE2020_B, CORE2021_B, CORE2023_B",conf/ekaw,6
527,Exploring Modelling Methods in Systems Analysis and Design,EMMSAD,"CORE2008_A, ERA2010_C, CORE2013_C, CORE2014_C, CORE2017_C, CORE2018_C, CORE2020_C, CORE2021_C, CORE2023_C",conf/emmsad,6
476,European Conference on Computational Learning Theory (Now in COLT),EuroCOLT,"CORE2008_A, ERA2010_C, CORE2013_C, CORE2014_C, CORE2017_C, CORE2018_C",,3
505,European MPI Users' Group Conference,EuroMPI,"CORE2008_A, ERA2010_C, CORE2013_C, CORE2014_C, CORE2017_C, CORE2018_C, CORE2020_C, CORE2021_C, CORE2023_C",conf/pvm,6
